activity_id,name,type,start_date_local,distance_km,moving_time_min,average_heartrate,max_heartrate,perceived_exertion,pace_summary_sec_km,hr_avg_stream,hr_max_stream,hr_max_estimated,cardiac_drift_pct,z1_min,z1_pct,z2_min,z2_pct,z3_min,z3_pct,z4_min,z4_pct,z5_min,z5_pct,analysis_status,completed_at,session_rpe_load,pace_avg_sec_km,pace_avg,splits_sec_km,std_pace_sec,consistency_score,pace_drift_sec_km,pace_interpretation,activity_category,missing_data
13906448874,Preparação Fisica CDPD,Workout,2025-03-17T08:14:48Z,0.0,58.3,108.9,158.0,6.0,,91.6584699453552,158.0,198.0,31.990595069326787,10.9,89.34426229508196,0.0333333333333333,0.273224043715847,1.2666666666666666,10.382513661202186,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:16.045595+00:00,349.79999999999995,,,,,,,,preparacao_fisica,
13943402373,Preparação Física CDPD,Workout,2025-03-21T06:08:39Z,0.0,55.45,121.3,190.0,4.0,,116.63350785340316,190.0,198.0,59.18808598105469,19.75,51.70157068062827,5.383333333333334,14.092495636998253,6.9,18.06282722513089,5.866666666666666,15.357766143106458,0.3,0.7853403141361256,complete,2026-05-06T16:44:17.547782+00:00,221.8,,,,,,,,preparacao_fisica,
13971895403,Preparação Física CDPD,Workout,2025-03-24T07:12:55Z,0.0,84.71666666666667,58.9,152.0,5.0,,98.21153846153848,152.0,198.0,-19.641543306159694,7.783333333333333,74.83974358974359,2.3,22.115384615384613,0.3166666666666666,3.0448717948717947,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:18.996207+00:00,423.58333333333337,,,,,,,,preparacao_fisica,
14011666147,Preparação Fisica CDPD,Workout,2025-03-28T10:56:30Z,0.0,66.35,123.1,171.0,4.0,,122.6093133385951,171.0,198.0,61.02015830012402,9.833333333333334,46.56669297553275,1.8333333333333333,8.681925808997633,5.6,26.519337016574585,3.85,18.23204419889503,0.0,0.0,complete,2026-05-06T16:44:20.330132+00:00,265.4,,,,,,,,preparacao_fisica,
14105531485,Preparação Fisica CDPD,Workout,2025-04-07T07:38:40Z,0.0,48.23333333333333,106.4,120.0,3.0,,95.4748427672956,120.0,198.0,3.2376829703677243,15.783333333333331,99.26624737945492,0.1166666666666666,0.7337526205450734,0.0,0.0,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:22.484243+00:00,144.7,,,,,,,,preparacao_fisica,
14182437534,Preparação Fisica CDPD,Workout,2025-04-15T06:05:47Z,0.0,57.65,117.4,154.0,8.0,,112.25569402664377,154.0,198.0,5.397845778939788,23.85,61.49548775247099,10.466666666666669,26.987537602062744,4.466666666666667,11.516974645466266,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:24.452724+00:00,461.2,,,,,,,,preparacao_fisica,
14257665200,Preparação Fisica CDPD,Workout,2025-04-22T19:49:33Z,0.0,70.21666666666667,112.3,151.0,7.0,,98.3993031358885,151.0,198.0,20.696021120630085,20.316666666666663,84.94773519163763,2.716666666666667,11.358885017421605,0.8833333333333333,3.6933797909407664,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:26.106636+00:00,491.51666666666665,,,,,,,,preparacao_fisica,
14280639368,Preparação Fisica CDPD,Workout,2025-04-25T07:00:53Z,0.0,59.91666666666666,104.0,134.0,3.0,,85.21287779237845,134.0,198.0,20.851818829604003,11.416666666666666,90.01314060446781,1.2666666666666666,9.986859395532194,0.0,0.0,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:27.649015+00:00,179.75,,,,,,,,preparacao_fisica,
14455032991,Preparação Fisica CDPD,Workout,2025-05-12T07:30:47Z,0.0,62.333333333333336,128.8,177.0,3.0,,128.09656652360516,177.0,198.0,-5.782735303208606,12.6,27.038626609442066,20.03333333333333,42.989985693848354,12.05,25.858369098712448,1.9166666666666667,4.113018597997139,0.0,0.0,complete,2026-05-06T16:44:29.667016+00:00,187.0,,,,,,,,preparacao_fisica,
14497233923,Preparação Física CDPD,Workout,2025-05-16T07:26:17Z,0.0,50.516666666666666,109.2,151.0,3.0,,109.22561180020114,151.0,198.0,15.053701085025097,32.05,64.46530338585316,14.866666666666667,29.902782433791486,2.8,5.631914180355347,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:31.569804+00:00,151.55,,,,,,,,preparacao_fisica,
14529397678,Preparação Fisica CDPD,Workout,2025-05-19T11:04:37Z,0.0,55.016666666666666,119.2,168.0,3.0,,113.80750334970968,168.0,198.0,16.918187384565975,24.35,65.25234479678429,6.533333333333333,17.507815989280928,5.733333333333333,15.364001786511835,0.7,1.8758374274229568,0.0,0.0,complete,2026-05-06T16:44:33.044666+00:00,165.05,,,,,,,,preparacao_fisica,
14569023621,Preparação Fisica CDPD,Workout,2025-05-23T07:18:01Z,0.0,62.36666666666667,110.3,163.0,3.0,,114.71323799046571,163.0,198.0,37.327048081221584,23.466666666666665,51.63182984965163,11.1,24.422442244224424,9.666666666666666,21.26879354602127,1.2166666666666666,2.676934360102677,0.0,0.0,complete,2026-05-06T16:44:35.185109+00:00,187.1,,,,,,,,preparacao_fisica,
14599268213,Preparação Fisica CDPD,Workout,2025-05-26T08:03:03Z,0.0,74.03333333333333,91.6,136.0,4.0,,89.31731381285805,136.0,198.0,2.2055379826640755,48.6,92.8071292170592,3.7666666666666666,7.192870782940802,0.0,0.0,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:36.902304+00:00,296.1333333333333,,,,,,,,preparacao_fisica,
14743569275,Preparação Fisica CDPD,Workout,2025-06-09T08:08:39Z,0.0,57.9,112.7,158.0,5.0,,107.69021739130434,158.0,198.0,47.97266856885421,10.45,68.15217391304348,1.2166666666666666,7.934782608695652,3.6666666666666665,23.91304347826087,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:38.838624+00:00,289.5,,,,,,,,preparacao_fisica,
14785455825,Preparação Fisica CDPD,Workout,2025-06-13T07:18:04Z,0.0,53.5,124.5,157.0,3.0,,122.45781309118426,157.0,198.0,8.730707549610857,17.35,39.38706015891033,15.5,35.187287173666284,11.2,25.425652667423385,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:41.133089+00:00,160.5,,,,,,,,preparacao_fisica,
14816028099,Preparação Fisica CDPD,Workout,2025-06-16T07:33:06Z,0.0,87.03333333333333,87.6,148.0,4.0,,82.28773234200743,148.0,198.0,36.166353704335954,42.0,93.68029739776952,2.7666666666666666,6.171003717472119,0.0666666666666666,0.1486988847583643,0.0,0.0,0.0,0.0,complete,2026-05-06T16:44:43.499815+00:00,348.1333333333333,,,,,,,,preparacao_fisica,
14889249475,Preparação Fisica CDPD,Workout,2025-06-23T06:58:31Z,0.0,82.78333333333333,105.5,163.0,7.0,,100.8269954032595,163.0,198.0,58.9197227815456,25.83333333333333,64.77225240284163,8.516666666666667,21.353949017969075,5.183333333333334,12.996239030505642,0.35,0.8775595486836606,0.0,0.0,complete,2026-05-06T16:44:45.477685+00:00,579.4833333333333,,,,,,,,preparacao_fisica,
